,asin,title,description,brand,date,price
137,B0015TX1TM,Deluxe Oversized Faux Leather Task Chair with Arms,['Deluxe Oversized Faux Leather Task Chair with Arms'],Office Star,"March 14, 2008",
138,B0015TX7SM,"SPACE Seating Deluxe AirGrid Back with Mesh Seat, 2-Way Adjustable Arms, Seat Slider and Nylon Base Managers Chair, Black","['Deluxe chair with mesh seat, dual function control, seat slider, and 2 way adjustable arms.', ""This adjustable chair is a versatile choice for a shared space like a home office or throughout a business workplace to supply every employee with comfort and style. From Office Star's SPACE collection, the modern black chair features a contoured padded mesh seat and a breathable air-grid back that combine both flexibility and support. A dual-function control mechanism, operated by easy-to-reach levers on the seat's side, allows for easy height adjustment on smooth pneumatics as well as forward and backward seat-sliding movement. The chair's freestanding arms can also be adjusted in height and width to keep forearms in an ergonomic position. Need to get around? The heavy-duty nylon angled base has five legs for maximum stability and easy all-direction maneuvering and rolls smoothly on oversized dual-wheel carpet casters. The chair measures 27 inches wide by 24 inches deep by 41-1/2 inches high. The seat adjusts from 27-1/2 to 32-1/2 inches high, a generous 4-inch span. <i>--Kara Karll</i>""]",Space Seating,"October 2, 2001",$28.40
139,B00166BT8E,Boss Office Products B8106 Executive Leather Budged Chair in Black,"['Manufactured by Boss Office Products, the Boss Executive Leather Budget Chair offers a sophisticated look without the heavy price tag. The biggest feature with this unit is the LeatherPlus technology that incorporates polyurethane to make the upholstery nice and soft. The 27"" nylon base keeps the chair nice and steady, while the hooded double wheel casters make gliding across hardwood floors and carpeting a cinch. Additional perks include an ergonomic design for proper back support, a pneumatic seat lever to adjust the height and a modifiable tilt tension control to account for weight. This model also matches model B8109.']",Boss Office Products,"July 29, 2004",
140,B00166GCGS,Boss Office Products B580 Boss Web Chair in Black,"['Unique in its design, The Boss Web Chair by Boss Office Products has a breathable backing with a patented ""Web Tension Knob"" that gives users the ability to tighten the tension of the mesh backing for a firmer or softer feel. The height is also adjustable using the pneumatic gas lift. Mild soap and water is all you need to clean this all-black office chair. The seat itself is able to hold as much as 250 pounds and users will find assembly is a cinch, even for a novice. The hooded double wheel casters are an added bonus that makes it easy to move around when in the chair.']",Boss Office Products,"April 15, 2004",$14.19
141,B00166GCJ0,Boss Office Products B8306-BK Mid Back Fabric Managers Chair in Black,"['The ideal choice for any user who requires an ergonomic design with built-in lumbar support, the Boss Mid Back Fabric Managers Chair In Black is classic in its appearance. This typical office chair measures 27"" W x 27"" D x 40.5-44"" H and gives users the option to adjust the height with a pneumatic seat lever. The tilt-tension control allows for managing weight distribution, and the upright locking position keeps the seat from rocking too far back. This chair even includes a set of hooded double-wheel casters for a smooth ride. The chair comes in two different colors and matches best with model B8309.']",Boss Office Products,"July 26, 2005",$14.19
142,B00166GCMM,Boss Office Products B6008 Mesh Task Chair with 3 Paddle Mechanism in Black,"['Ergonomic open mesh back designed to provide exceptional back support. 3 paddle multi-function tilting mechanism. Breathable mesh fabric seat with ample padding. Adjustable height armrests with soft polyurethane pads. Seat tilt lock allows seat to lock throughout the tilt range. Back angle lock allows the seat to lock throughout the angle range for perfect back support. Padded back frame. Pneumatic gas lift seat height adjustment. Adjustable tilt tension control. Large 27"" nylon base for greater stability. Hooded double wheel casters. Available with optional seat slider (B6008-SS)']",Boss Office Products,,
143,B0016P33XY,Boss Office Products B7502 Executive High Back LeatherPlus Chair with Knee Tilt in Black,"['Beautifully upholstered in black LeatherPlus. LeatherPlus is leather that is polyurethane infused for added softness and durability. Passive ergonomic seating with built-in lumbar support. Padded armrests covered with Caressoft upholstery. Large 27"" nylon base for greater stability. Hooded double wheel casters. Upright locking position. Pneumatic gas lift seat height adjustment. Adjustable tilt tension control. Comes standard with knee-tilt mechanism.']",Boss Office Products,"July 26, 2005",$21.29
144,B0016P55QC, Boss Office Products B8902 Executive Leather High Back Chair with Mahgany Finish and Knee Tilt in Black,"['Sophisticated in appearance, the Boss Executive Leather High Back Chair W/ Mahogany Finished Wood makes an excellent addition to any office. Made from Italian leather upholstery, the unit is designed to impress. The wooden arms are designed with removable pads to allow the user to choose their comfort level. There is a pneumatic gas lift to adjust the seat\'s height and an ergonomic curve in the back for proper lumbar support. The 27"" wooden base provides sturdiness and the stability to hold 250 pounds while the hooded double wheel casters protect the wheels as you glide across the room. Users will also find it easy to lock the chair in an upright position. Included knee tilt adds to comfort and function.']",Boss Office Products,"July 26, 2005",$172.54
145,B0016ZLXNQ,Flash Furniture Mid-Back Black Fabric Multifunction Executive Swivel Chair with Adjustable Arms,"[""This multi-functional office chair will give you an edge on comfort with its design and adjusting capabilities. This chair features a comfortably padded seat and back with built-in lumbar support for long hour work days. High back office chairs have backs extending to the upper back for greater support. The high back design relieves tension in the lower back, preventing long term strain. The locking back angle adjustment lever changes the angle of your torso to reduce disc pressure. The locking synchro tilt control allows the chair's back and seat to recline at different rates, increasing the angle between your torso and thighs. The waterfall front seat edge removes pressure from the lower legs and improves circulation. Chair easily swivels 360 degrees to get the maximum use of your workspace without strain. The pneumatic adjustment lever will allow you to easily adjust the seat to your desired height. The adjustable armrests take the pressure off the shoulders and the neck, which minimizes the risk of pain.""]",Flash Furniture,"July 26, 2005",$21.29
146,B0016ZM2IQ,Flash Furniture Pink Fabric Ergonomic Swivel Task Chair,"[""This modern style task chair features a contoured shaped seat and back with chrome metal band accent. This chair was designed to support the lower-to-mid back region. Chair easily swivels 360 degrees to get the maximum use of your workspace without strain. The pneumatic adjustment lever will allow you to easily adjust the seat to your desired height. This colorful computer chair will make a standout statement whether it is used in the kid's room, dorm room, or in the classroom.""]",Flash Furniture,"June 26, 2006",$8.43
147,B0016ZNLI6,Flash Furniture Mid-Back Gray Fabric Swivel Task Chair,['This practical task chair can serve multiple purposes. This chair is ideal for the more active user who is constantly leaning forward. This chair was designed to support the mid-to-upper back region. The contoured seat dissipates pressure points for greater comfort. The waterfall front seat edge removes pressure from the lower legs and improves circulation. Chair easily swivels 360 degrees to get the maximum use of your workspace without strain. The pneumatic adjustment lever will allow you to easily adjust the seat to your desired height. This computer chair will make a great option for your home or office space.'],Flash Furniture,"June 26, 2006",$14.20
148,B0016ZNPO6,Flash Furniture Blue Fabric Swivel Task Chair,"[""Add an element of fun to the tasks that must be done with this blue task chair.The colorful task chair will add a whimsical touch to your child's bedroom, dorm room or your office. It features a low-back design to support your lower-to-mid back region. The swivel seat and back are padded with CA117 fire retardant foam and covered in blue fabric upholstery. Raise and lower the seat using the pneumatic seat height adjustment lever, conveniently located under the seat. A heavy-duty, nylon base with dual wheel casters makes it easy to roll across the floor when you need to and is color coordinated with the chair.This delightful little chair will match your decor and brighten your day.""]",Flash Furniture,"July 26, 2005",$7.80
149,B0016ZNRBM,Flash Furniture Purple Fabric Swivel Task Chair,"[""Add an element of fun to the tasks that must be done with this purple task chair.The colorful task chair will add a whimsical touch to your child's bedroom, dorm room or your office. It features a low-back design to support your lower-to-mid back region. The swivel seat and back are padded with CA117 fire retardant foam and covered in purple fabric upholstery. Raise and lower the seat using the pneumatic seat height adjustment lever, conveniently located under the seat. A heavy-duty, nylon base with dual wheel casters makes it easy to roll across the floor when you need to and is color coordinated with the chair.This delightful little chair will match your decor and brighten your day.""]",Flash Furniture,"July 26, 2005",$7.80
150,B00171H2V6,"Jonti-Craft 5914JC2 KYDZ Ladder Back Chair Pair, 14&quot; Height",['KYDZ Safe edges. KYDZ Strong construction. Solid hardwood construction. Environmentally friendly finish.'],Jonti-Craft,"March 27, 2008",
151,B001730K0Y,Jobri - F1430 - Accent Wood Office Kneeling Chair - Wood - Adjustable Height,"['Jobri\'s luxuriously designed kneeling chair featuring rich wood elegance!\n\nKneeling chairs were designed upon the ergonomic concept ""A strong back is a healthy back"". By promoting good posture, the chairs strengthen the lower back muscles helping spinal alignment and support. Designed in the 1970\'s, kneeling chairs are recommended by medical professionals around the world. The chairs have a five year warranty and a maximum weight limit of 280 lbs.']",Jobri,"October 2, 2001",
152,B00175TU80, NFL New England Patriots Leather Office Chair,['NFL New England Patriots Leather Office Chair'],Wild Sales,,
153,B0017LL2N0,Basyx VL600 Series Armless Stacking Guest Chairs,"['Guest chair without arms is a perfect addition to your conference room, lobby or anywhere extra seating is needed. Design offers a contemporary look with a black round tube frame and padded seat and back. Seat measures 19"" wide x 17-1/2"" deep x 19"" high. Back size is 18-1/2"" wide and 14-3/4"" high from seat. Guest chair stacks four high. Chair weighs 12.5 lb. General Information Manufacturer: The HON Company Manufacturer Part Number: VL606VA90 Manufacturer Website Address: http://www.hon.com Product Model: VL606 Product Name: VL606 Armless Guest Chair Packaged Quantity: 1 Each Product Information Chair/Seat Type: Guest Chair Seat Color: Navy Blue Maximum Seat Height: 19"" Seat Width: 19"" Seat Depth: 17.50"" Back Height: 14.75"" Back Width: 18.50"" Frame Color: Black Base Shape: Square Features: Padded Physical Characteristics Color: Navy Height: 32.8"" Width: 21.5"" Depth: 21"" Weight (Approximate): 12.50 lb Miscellaneous Green Compliant: Yes Green Compliance Certificate/Authority: SCS']",basyx by HON,"April 19, 2006",$8.43
154,B0017LQ4OW,"Office Star Thick Padded Vinyl Tufted High Back Traditional Executive Chair with Nailhead Accents and Mahogany Finish Base, Jamestown",['Traditional executive chair with padded arms. Thick padded seat and back with built-in lumbar support. One touch pneumatic seat Height adjustment. Locking tilt control with adjustable tilt tension. Padded armrests. Jamestown Oxblood vinyl (-Jt4). mahogany finish wood covered steel base with dual wheel carpet casters.'],Office Star,"July 26, 2005",
155,B00188CXKS,"Martin Furniture Commonwealth Mid-Back Chair, Graphite Fabric","[""Kathy Ireland Office by Martin's Commonwealth Mid-Back Chair is the finishing touch to your home office. First-rate graphite color fabric and thick padding on the back, seat and arms are used in conjunction with superior mechanisms to craft seating that will provide hours of comfort. The featured butterfly mechanism attaches the gas lift to the chair. This mechanism handle controls the chair height (from 40 to 43 inches) while a tension control mechanism expands your comfort options. All Kathy Ireland Office by Martin chairs come with a 15 year limited warranty."", ""Whether you work from home or just need a comfortable spot in the evenings to pay bills and check email, this Commonwealth mid-back chair from Kathy Ireland Office by Martin provides stylish and luxurious support. Featuring thick contoured cushions and a choice of Graphite fabric or Black leather upholstery, the high-back chair is ergonomically contoured to perform well through long work sessions with a generous seat measuring 21 inches long by 21-1/2 inches wide. Padded loop arms offer a gentle curve and long reach to keep forearms horizontal while writing or typing. Not a one-size-fits-all household? Commonwealth is also equipped with a pneumatic lift with a knee tilt control to change the chair's pivot point as well as a height adjustor (40 to 43 inches) with a tilt lockout mechanism. Below, the heavy-duty nylon base has five legs for maximum stability and maneuverability. Commonwealth is also available in a high-back Executive version and comes with a 15-year limited warranty. <i>--Kara Karll</i>""]",Martin Furniture,"April 25, 2008",
156,B00188LVJW,"Martin Furniture Commonwealth Executive Chair, Graphite Fabric","[""Kathy Ireland Office by Martin's Commonwealth Executive Chair is the finishing touch to your home office. First-rate graphite color fabric and thick padding on the back, seat and arms are used in conjunction with superior mechanisms to craft seating that will provide hours of comfort. The featured butterfly mechanism attaches the gas lift to the chair. This mechanism handle controls the chair height (46-49 inches) while a tension control mechanism expands your comfort options. All Kathy Ireland Office by Martin chairs come with a 15 year limited warranty."", ""Whether you work from home or just need a comfortable spot in the evenings to pay bills and check email, this Commonwealth executive chair from Kathy Ireland Office by Martin provides stylish and luxurious support. Featuring thick contoured cushions and a choice of Graphite fabric or Black leather upholstery, the high-back chair is ergonomically contoured to perform well through long work sessions with a generous seat measuring 21 inches long by 21-1/2 inches wide. Padded loop arms offer a gentle curve and long reach to keep forearms horizontal while writing or typing. Not a one-size-fits-all household? Commonwealth is also equipped with a pneumatic lift with a knee tilt control to change the chair's pivot point as well as a height adjustor (46 to 49 inches) with a tilt lockout mechanism. Below, the heavy-duty nylon base has five legs for maximum stability and maneuverability. Commonwealth is also available in a mid-back version and comes with a 15-year limited warranty. <i>--Kara Karll</i>""]",Martin Furniture,"April 25, 2008",
157,B00188LVNI,"Martin Furniture Commonwealth Mid-Back Chair, Black Leather","[""Kathy Ireland Office by Martin's Commonwealth Leather Mid-Back Chair is a true solution for your home office. High quality leather and thick padding on the back, seat and arms are used in conjunction with superior chair mechanisms to craft seating that will provide hours of comfort. The knee-tilt mechanism attaches the gas lift to the center of the chair. This mechanism has a pivot point that is designed to improve circulation while seated. The handle controls the chair height (from 40 to 43 inches) and locks out the tilt feature when desired. All Kathy Ireland Office by Martin chairs come with a 15 year limited warranty."", ""Whether you work from home or just need a comfortable spot in the evenings to pay bills and check email, this Commonwealth mid-back chair from Kathy Ireland Office by Martin provides stylish and luxurious support. Featuring thick contoured cushions and a choice of Graphite fabric or Black leather upholstery, the high-back chair is ergonomically contoured to perform well through long work sessions with a generous seat measuring 21 inches long by 21-1/2 inches wide. Padded loop arms offer a gentle curve and long reach to keep forearms horizontal while writing or typing. Not a one-size-fits-all household? Commonwealth is also equipped with a pneumatic lift with a knee tilt control to change the chair's pivot point as well as a height adjustor (40 to 43 inches) with a tilt lockout mechanism. Below, the heavy-duty nylon base has five legs for maximum stability and maneuverability. Commonwealth is also available in a high-back Executive version and comes with a 15-year limited warranty. <i>--Kara Karll</i>""]",Martin Furniture,"April 25, 2008",
158,B0018C1C06,"Zuo Trafico Office Chair, Espresso","['This fun and functional office chair combines a modern and transitional look. The Trafico office chair is made from a solid chrome frame, leatherette sling seat and arm pads, a chrome base, and an adjustable height mechanism.']",Zuo Modern,"November 4, 2008",$21.29
159,B0018K2MAM," OFM AirFlo Series Executive Task Chair - Ergonomic Work Chair, Burgundy (651-M13)","['Enjoy maximum comfort along with the support needed to get through the day with the OFM airflow Series mesh executive office chair with adjustable arms and knee tilt. The ergonomically high-back design and adjustable lumbar support with cushion helps minimize strain on your back and neck and is available in a variety of color combinations. This chair also features a fully upholstered seat and knee tilt lock mechanism for all-day comfort. The adjustable arms allow for a fully customizable chair designed for you and the 3"" thick fabric seat is constructed from comfortable fire-retardant foam. This chair offers additional adjustments that make it simple for anyone to find the perfect seating position; adjust the seat Height with the touch of a Lever, increase or reduce tilt tension, or lock out the tilt function. The stable 5-star base with casters makes it easy to move across any surface, keeping your workspace fully functional. Weight capacity is 250 pounds. This 651-M13-OFM meets or exceeds industry standards for safety and durability, and is backed by OFM limited lifetime warranty.']",OFM,"October 2, 2001",$28.39
160,B0018K4NMM,"OFM AirFlo Series Executive Task Chair - Ergonomic Work Chair, Blue (651-M10)","['Enjoy maximum comfort along with the support needed to get through the day with the OFM airflow Series mesh executive office chair with adjustable arms and knee tilt. The ergonomically high-back design and adjustable lumbar support with cushion helps minimize strain on your back and neck and is available in a variety of color combinations. This chair also features a fully upholstered seat and knee tilt lock mechanism for all-day comfort. The adjustable arms allow for a fully customizable chair designed for you and the 3"" thick fabric seat is constructed from comfortable fire-retardant foam. This chair offers additional adjustments that make it simple for anyone to find the perfect seating position; adjust the seat Height with the touch of a Lever, increase or reduce tilt tension, or lock out the tilt function. The stable 5-star base with casters makes it easy to move across any surface, keeping your workspace fully functional. Weight capacity is 250 pounds. This 651-M10-OFM meets or exceeds industry standards for safety and durability, and is backed by OFM limited lifetime warranty.']",OFM,,$28.39
161,B0018K63JS,Office Star 75 Big Man's Air Grid Back &amp; Leather Seat Ergonomic Chair,"['The SPACE seating collection combines contemporary design with ergonomic engineering to enhance the dcor and comfort of any office setting. Built to Office Star Products exacting contract furniture standards, this highly innovative, eye-catching collection is backed by Office Stars industry leading limited lifetime warranty. And within the vast confines of SPACE, youll find more than 100 models to choose from. Features: Thick Padded Layered Leather Seat and Double Air Grid Back with Built-in Adjustable Lumbar Support; One Touch Pneumatic Seat Height Adjustment; Mid Pivot Knee tilt Control; Adjustable Tilt Tension Control; Height and Width Adjustable Arms with PU Pads; Extra Heavy Duty Gunmetal Finish Base with Oversized Dual Wheel Carpet Casters. Specifications: Seat Size: 22""W x 21""D x 4.25""T; Back Size: 20.75""W x 22.25""H; Max Overall Size: 44.5""H x 30.25""W x 28.75""D; Arms Max Inside: 22.5""; Arms to Floor Min: 25.5""; Arms to Seat Min: 4.5""; Seat Height Min: 19""; Seat Height Max: 22""; Seat Travel: 3""; Weight: 62 lbs; Weight Capacity: 400 lbs.']",Office Star,"April 18, 2006",
162,B00196LJHW,"OFM 24-Hour Vinyl Multi-Adjustable Armless Task Chair, Teal","[""This comfortable OFM multi-shift task chair can handle continuous sitting, 24 hours a day, 7 days a week. The multiple ergonomic adjustments allow incredible custom configurations for complete comfort 24 hours a day. You can maximize comfort with seven adjustable features. Back height and angle provide support for all body types, seat height and angle adjustments ensure a comfortable place to work. Tilt tension and lock plus additional synchro mechanism provide additional customization. It's a perfect choice for businesses who require around-the-clock staffing including hospitals and police stations. This chair is upholstered in antibacterial, antimicrobial vinyl that's easy to keep clean even in high use environments. This model meets or exceeds industry standards for safety and durability, and is backed by OFM's Limited Lifetime Warranty.""]",OFM,"June 26, 2006",$34.99
163,B00196LK6M,"OFM Apex Mid-Back Executive Leather Chair - Mid Back Office Chair, Cherry (561-L)","[""Enjoy maximum comfort along with the support needed to get through the day with the OFM Apex Series Mid-Back Leather Executive Office Chair. The elegant back design and pillow headrest create a chair ideal for any conference room or office. The chair also features first-quality leather, a dual curved backrest and waterfall seat design for all-day comfort. Solid wood accents on the arms and base are available in a variety of colors and add sophistication to any office or workspace. With the stable 5-star wheeled base it's easy to move across any surface, keeping your workspace fully functional. This chair offers easy adjustments for ergonomic comfort - adjust the seat height with the touch of a lever, increase or reduce tilt tension, or lock out the tilt function. Weight capacity is 250 pounds. This model meets or exceeds industry standards for safety and durability, and is backed by OFM's Limited Lifetime Warranty.""]",OFM,,$55.99
164,B00196P61W," Mayline 6446AG2110 Comfort Series Big and Tall 500 lb. Task Chair with Pivot Arms, Gray/Charcoal","['The comfort Series big & tall Pivot arm chair supports up to 450 lbs. It has heavy duty, high density foam in cushions. The arms Pivot out of the way to allow the chair to roll up close to the desk. The seat has a 20"" Height at its lowest point and a 24"" Height at its highest.']",Mayline Group,"June 6, 2007",$74.99
165,B00196P6JY,Boss Office Products B7641 High Back Leather Plus Chair in Black,"['Manufactured by Boss Office Products, the Boss High Back Leather Plus Chair starts off with a 27"" nylon base that will keep the unit sturdy while you work. The hooded double wheel casters make it easy for users to glide from their desk to the printer and back again and the pneumatic gas lift offers the ability to adjust the height to meet your specific needs. The gorgeous black LeatherPlus upholstery really makes this chair stylish. It also provides the durability you\'re looking for. Additional features include built-in lumbar support, a weight capacity of 250 pounds and an adjustable tilt tension control.']",Boss Office Products,"July 26, 2005",$14.20
166,B0019CSHFS,Ergohuman Eurotech Mesh Chair - 18.1A 22.9&quot; Seat Height - High-Back Chair With Headrest - Blue - Blue,"['EUROTECH Ergohuman Mesh Chairs feature eight ergonomic adjustments for maximum comfort all day. Breathable mesh seat and back promote air circulation and offer increased support. Adjustability includes: tilt tension control, tilt lock, back angle, back height, synchro tilt, seat height, seat depth, and arm height. Chrome/polypropylene base with nylon casters. Made of 97% recyclable components. Greenguard indoor air quality certified. Meets or exceeds ANSI/BIFMA standards.']",Ergohuman,"November 13, 2007",$74.99
167,B0019CW3AI,"Ergohuman LEM4ERG High Back Mesh Executive Chair, Black","['Black mesh back, adjustable lumbar support black leather seat synchro-tilt mechanism infinite tilt lock sliding seat adjustment one touch pneumatic seat height adjustment height adjustable arms, swivel arm caps seat height adjustment, headrest (adjustable).']",Ergohuman,"May 12, 2008",$74.99
168,B0019QF7HA,Boss Office Products B7906 Caressoft Executive Mid Back Chair in Black,"['Beautifully upholstered with ultra soft and durable Caressoft upholstery. Executive Mid Back styling with extra lumbar support. Padded armrests covered with Caressoft upholstered. Large 27"" nylon base for greater stability. Upright locking position. Pneumatic gas lift seat height adjustment. Adjustable tilt tension control. Hooded double wheel casters. Matching guest chair model (B7909).']",Boss Office Products,"July 26, 2005",$21.29
169,B0019QF7J8, Boss Office Products B905-BY Classic Executive Caressoft Chair with Mahogany Finish in Burgundy,"['The Boss Classic Oxblood Caressoft Chair With Mahogany Finish by Boss Office Products features five wheels for quickly moving around the office to complete a variety of tasks. The unit measures 27"" W x 28"" D x 43-46.5"" H, where the height can be adjusted to suit your needs. The chair stuns in its classic button tufted styling and beautiful hand applied brass nail head trim. The wood frame is sturdy to provide a long life. Each of these chairs weighs 60 pounds and are able to hold 250 pounds. This unit also matches chair model B959, which is great if adding enough furniture to outfit an office.']",Boss Office Products,"July 26, 2005",
170,B0019QF7K2,Boss Office Products B990 Heavy Duty Microfiber Chair with 350 lbs weight Capacity in Black,"['Big man\'s chair. 2 paddle spring tilt mechanism which can be locked in any position throughout the tilt range. Pneumatic gas lift seat height adjustment. 27"" brushed metal five star base. 3"" double wheel casters. Weight capacity 350lbs. Upholstered in Black Microfiber.']",Boss Office Products,"July 26, 2005",
171,B0019QF7KC,Boss Office Products B9090-BK Dimond Task Chair without Arms in Black,"['Attractive in color, the Boss Diamond Task Chair In Black by Boss Office Products features an extra large seat and wide back cushions. The lightweight chair comes in at 26 pounds and is able to accommodate 250 pounds. There\'s a contoured back that promotes good posture and helps to support the back so that users don\'t feel any strain while working. The unit measures 19.5"" W x 25"" D x 32-40"" H with the height being adjustable using the pneumatic gas lift. When looking to match this comfortable desk chair with additional office decor, consider the other available colors of blue, gray or burgundy.']",Boss Office Products,"July 29, 2004",$8.43
172,B0019QGVDE, Boss Office Products B7301 High Back LeatherPlus Chair in Black,"['The Boss High Back LeatherPlus Chair by Boss Office Products is not only elegant in its design, but also practical. The back seating provides much needed lumbar support and the upholstery is infused with a polyurethane to give it a longer life. The cushions are thicker than normal for your comfort and the 27"" nylon base keeps the entire unit stable. Users can adjust the height by moving the pneumatic gas lift and then pulling the tilt tension control to account for weight. Additional features include curved armrests and hooded double wheel casters. Users will find that model B7309 is a perfect match and also comes with a cantilever base.']",Boss Office Products,"April 15, 2004",$12.67
173,B0019QGVGG,Boss Office Products B7901 Caressoft Executive High Back Chair in Black,"['Long-lasting and stunning in an elegant black upholstery, the Boss Caressoft Executive High Back Chair by Boss Office Products is made with extra lumbar support for correct spine alignment. The unit measures 27"" W x 32.5"" D x 43.5-47"" H and has padded armrests for additional comfort. There\'s a large 27"" nylon base for support, while the upright locking position adds safety. Adjust the height of the seat with the pneumatic gas lift or make accommodations for weight with the tilt tension control. The chair has a standard capacity of up to 250 pounds. This seat matches perfectly with model B7909.']",Boss Office Products,"July 26, 2005",$14.19
174,B0019QGVHU,Boss Office Products B7401 High Back Caressoft Chair in Black,"['The Boss High Back Caressoft Chair In Black by Boss Office Products is an executive chair designed with extra lumbar support to promote good posture. The upholstery is soft to the touch for ultimate comfort and covers the armrests as well as the seat. Users will appreciate the upright locking position and the sturdy 27"" nylon base that has hooded double wheel casters. If you\'d like to customize the chair to fit your height and weight, you can do that with the pneumatic gas lift and the tilt tension control. Model B7402 has an optional knee-tilt mechanism and model B7409 matches this unit perfectly while also providing a cantilever base.']",Boss Office Products,"July 26, 2005",$21.29
175,B0019QGVJ8,Boss Office Products B240-BG Be Well Medical Spa Stool in Beige,"['Made with a shiny chrome finish on the base and a sleek black vinyl upholstery on the seat, the Boss Beige Caressoft Medical Stool makes an attractive addition to any office. Cleaning the fabric is a cinch and with an ergonomic design, users won\'t have to worry about their backs becoming stressed. The unit measures 24"" W x 24"" D x 20.5-26.5"" H with the vertical height range of 6"". The dual wheel casters allow for seamless movement around the room and the seat itself has a capacity of 250 pounds. This model may be purchased with a back cushion if needed.']",Boss Office Products,"July 26, 2005",$52.77
176,B0019QITFW,Boss Bomber Brown Microfiber Mid Back Chair Executive Seating,"['Available in brown bomber microfiber, Passive ergonomic seating with built in lumbar support, Upright locking position, Pneumatic gas lift seat height adjustment, Adjustable tilt tension control, Large 27-inch nylon base for greater stability, Hooded double wheel casters, Dimensions: Arm Height: 25-inch -28.5-inch H, Seat Size: 20-inch W x 19-inch D, Seat Height: 18-inch -21.5-inch H, Overall Size: 27-inch W X 27-inch D X 40.5-inch -44-inch H']",Boss Office Products,"April 15, 2004",
177,B0019QITGG,Boss Office Products B7406 Mid Back Caressoft Chair in Black,"['A stylish design for any office, the Boss Mid Back Caressoft Chair In Black is not only soft to the touch, but also offers extra lumbar support for proper back alignment. The chair has a sturdy 27"" nylon base and is easily adjustable using a pneumatic gas lift for height and a tilt tension control for weight. The wheels are covered with hooded double wheel casters, while the armrests are outfitted with extra padding. This unit also comes in model B7407, which has an additional knee-tilt mechanism. When searching for matching pieces, the B7409 model has a cantilever base.']",Boss Office Products,"July 29, 2004",$21.29
178,B0019QITHU,Boss Office Products B8909 Executive Leather Guest Chair with Mahgany Finish in Black,"['The Boss Executive Leather Guest Chair W/ Mahogany Finished Wood is a stationary chair that is elegantly designed with black Italian leather upholstery. The chair by Boss Office Products measures 24.5"" W x 28"" D x 36"" H and features an ergonomic curve that provides the built-in lumbar support needed to keep your back from feeling strain. Weighing just 33 pounds, the seat is easy to move around the room when redecorating. Users are welcome to leave the padded arms as they are or remove the padding. Matching guest chairs that can be used with this unit include B8901 and B8906.']",Boss Office Products,"July 26, 2005",
179,B0019QITI4,Boss Office Products B686 Mid Back Executive LeatherPlus Chair  in Black,"['Manufactured by Boss Office Products, the Boss Mid Back Executive Chair In LeatherPlus has upholstery that has been infused with polyurethane. This gives the fabric a much-desired softness while also rendering it more durable. The sleek black color matches almost all office decor and with the built-in lumbar support, you simply can\'t go wrong. The unit measures 27"" W x 27"" D x 39-43"" H, with the height fluctuating based on how the pneumatic gas lift is set. The tilt tension controls allows for adjusting the chair based on weight and users are welcome to take advantage of the optional knee-tilt mechanism model B687. When matching office furniture pieces, consider model B689.']",Boss Office Products,"July 26, 2005",$14.19
180,B0019QKK40,Boss Office Products B7501 Executive High Back LeatherPlus Chair in Black,"['Beautifully upholstered in black LeatherPlus. LeatherPlus is leather that is polyurethane infused for added softness and durability. Passive ergonomic seating with built-in lumbar support. Padded armrests covered with Caressoft upholstery. Large 27"" nylon base for greater stability. Hooded double wheel casters. Upright locking position. Pneumatic gas lift seat height adjustment. Adjustable tilt tension control. Optional knee-tilt mechanism available (B7502).']",Boss Office Products,"July 26, 2005",$12.67
181,B0019QKK4K,Boss Banker'S Chair Cherry Finish,"['Constructed of hardwood in a timeless fashion, Black Top Grain Leather seat cushion, Hardwood caps, on large 27-inch steel leg base, for greater stability, Hooded double wheel casters for easy movement, Upright locking position, Pneumatic gas lift provides instant seat height adjustment, Adjustable tilt tension control, Arms and leg caps have an elegant finish, Dimensions: Arm Height: 25-inch- 28.5-inch H,Seat Size: 20-inch W x 17.5-inch D, Seat height: 17-inch to 20-inch H, Overall Dimensions: 22.5-inch W x 25-inch D x 36-inch H']",Boss Office Products,"May 25, 2006",
182,B0019QKK5Y,Boss Office Products B205-BK Fabric Steno Chair in Black,"['The Boss Black Fabric Steno Chair by Boss Office Products offers ease of use with its one touch lever that adjusts the seat to your height. The chair measures 22"" W x 22"" D x 29.5-33.5"" H and is on the smaller side weighing just 16 pounds with a weight capacity of 150 pounds. Created with a 5-star nylon base, users will love the stability of the unit, as well as its ability to quickly roll from one side of the room to the other. The black crepe upholstery is stylish, while the plastic seat back and bottom offer practicality.']",Boss Office Products,"October 2, 2001",$4.65
